graph,class,predicate
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14826,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14926,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14928,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14929,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14930,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma14966,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15077,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15394,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15395,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15407,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15729,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15758,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15828,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15837,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15838,http://www.w3.org/2000/01/rdf-schema#label
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/creator_first_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/creator_last_name
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/dimension_unit
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/has_object_reference
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/has_placement
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/has_reference_organ
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/representation_of
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/rui_rank
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/x_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/y_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/ccf/z_dimension
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/dc/terms/created
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://purl.org/dc/terms/creator
https://purl.humanatlas.io/graph/ccf,http://purl.org/sig/ont/fma/fma15839,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
